ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_T
2013,84,Auvergne-Rhône-Alpes,73,Savoie,02C,Déchets verts,"33913,76"
2013,84,Auvergne-Rhône-Alpes,73,Savoie,02D,Encombrants,"24782,10"
2013,84,Auvergne-Rhône-Alpes,73,Savoie,02F,DEEE,"3897,73"
2013,84,Auvergne-Rhône-Alpes,73,Savoie,02E,Déblais et gravats,"32268,42"
2013,84,Auvergne-Rhône-Alpes,73,Savoie,02Z,Autres déchets,"29,30"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02A,Déchets dangereux,"1380,42"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02B,Matériaux recyclables,"53661,34"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02C,Déchets verts,"61481,32"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02D,Encombrants,"40887,01"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02F,DEEE,"6119,91"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02E,Déblais et gravats,"42365,52"
2013,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02Z,Autres déchets,"95,13"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02A,Déchets dangereux,"1336,85"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02B,Matériaux recyclables,"19429,27"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02C,Déchets verts,"37529,97"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02D,Encombrants,"24631,34"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02F,DEEE,"3372,07"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02E,Déblais et gravats,"36529,41"
2013,27,Bourgogne-Franche-Comté,21,Cote-d'Or,02Z,Autres déchets,"19,36"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02A,Déchets dangereux,"939,57"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02B,Matériaux recyclables,"30514,81"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02C,Déchets verts,"32308,20"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02D,Encombrants,"27551,15"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02G,Mobilier,"380,40"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02F,DEEE,"3599,50"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02E,Déblais et gravats,"20905,24"
2013,27,Bourgogne-Franche-Comté,25,Doubs,02Z,Autres déchets,"57,89"
2013,27,Bourgogne-Franche-Comté,39,Jura,02A,Déchets dangereux,"701,38"
2013,27,Bourgogne-Franche-Comté,39,Jura,02B,Matériaux recyclables,"14145,84"
2013,27,Bourgogne-Franche-Comté,39,Jura,02C,Déchets verts,"11300,20"
2013,27,Bourgogne-Franche-Comté,39,Jura,02D,Encombrants,"11026,07"
2013,27,Bourgogne-Franche-Comté,39,Jura,02G,Mobilier,"266,70"
2013,27,Bourgogne-Franche-Comté,39,Jura,02F,DEEE,"2440,86"
2013,27,Bourgogne-Franche-Comté,39,Jura,02E,Déblais et gravats,"12742,00"
2013,27,Bourgogne-Franche-Comté,39,Jura,02Z,Autres déchets,"23,31"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02A,Déchets dangereux,"536,08"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02B,Matériaux recyclables,"9043,49"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02C,Déchets verts,"15192,31"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02D,Encombrants,"14067,45"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02F,DEEE,"1828,07"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02E,Déblais et gravats,"9572,37"
2013,27,Bourgogne-Franche-Comté,58,Nièvre,02Z,Autres déchets,"12,17"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02A,Déchets dangereux,"705,73"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02B,Matériaux recyclables,"13772,26"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02C,Déchets verts,"13078,16"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02D,Encombrants,"15996,28"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02G,Mobilier,"894,46"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02F,DEEE,"2291,77"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02E,Déblais et gravats,"10638,00"
2013,27,Bourgogne-Franche-Comté,70,Haute-Saône,02Z,Autres déchets,"42,68"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02A,Déchets dangereux,"1346,07"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02B,Matériaux recyclables,"29608,50"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02C,Déchets verts,"47043,44"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02D,Encombrants,"28003,33"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02F,DEEE,"3775,56"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02E,Déblais et gravats,"24093,67"
2013,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,02Z,Autres déchets,"36,95"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02A,Déchets dangereux,"935,11"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02B,Matériaux recyclables,"11152,58"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02C,Déchets verts,"21922,09"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02D,Encombrants,"22420,43"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02F,DEEE,"3117,15"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02E,Déblais et gravats,"27111,44"
2013,27,Bourgogne-Franche-Comté,89,Yonne,02Z,Autres déchets,"10,43"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02A,Déchets dangereux,"227,23"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02B,Matériaux recyclables,"5583,64"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02C,Déchets verts,"5996,00"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02D,Encombrants,"5335,52"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02F,DEEE,"748,92"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02E,Déblais et gravats,"7210,71"
2013,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,02Z,Autres déchets,"8,62"
2013,53,Bretagne,22,Cotes-d'Armor,02A,Déchets dangereux,"2961,09"
2013,53,Bretagne,22,Cotes-d'Armor,02B,Matériaux recyclables,"28627,63"
2013,53,Bretagne,22,Cotes-d'Armor,02C,Déchets verts,"105296,76"
2013,53,Bretagne,22,Cotes-d'Armor,02D,Encombrants,"37888,85"
2013,53,Bretagne,22,Cotes-d'Armor,02G,Mobilier,"41,87"
2013,53,Bretagne,22,Cotes-d'Armor,02F,DEEE,"4629,16"
2013,53,Bretagne,22,Cotes-d'Armor,02E,Déblais et gravats,"56293,58"
2013,53,Bretagne,22,Cotes-d'Armor,02Z,Autres déchets,"1112,61"
2013,53,Bretagne,29,Finistère,02A,Déchets dangereux,"2756,03"
2013,53,Bretagne,29,Finistère,02B,Matériaux recyclables,"32624,39"
2013,53,Bretagne,29,Finistère,02C,Déchets verts,"145032,51"
2013,53,Bretagne,29,Finistère,02D,Encombrants,"68318,16"
2013,53,Bretagne,29,Finistère,02F,DEEE,"5642,71"
2013,53,Bretagne,29,Finistère,02E,Déblais et gravats,"78336,43"
2013,53,Bretagne,29,Finistère,02Z,Autres déchets,"64,37"
2013,53,Bretagne,35,Ille-et-Vilaine,02A,Déchets dangereux,"2324,93"
2013,53,Bretagne,35,Ille-et-Vilaine,02B,Matériaux recyclables,"29058,12"
2013,53,Bretagne,35,Ille-et-Vilaine,02C,Déchets verts,"80382,57"
2013,53,Bretagne,35,Ille-et-Vilaine,02D,Encombrants,"46419,88"
2013,53,Bretagne,35,Ille-et-Vilaine,02F,DEEE,"6619,65"
2013,53,Bretagne,35,Ille-et-Vilaine,02E,Déblais et gravats,"53227,40"
2013,53,Bretagne,35,Ille-et-Vilaine,02Z,Autres déchets,"21,62"
2013,53,Bretagne,56,Morbihan,02A,Déchets dangereux,"1515,66"
2013,53,Bretagne,56,Morbihan,02B,Matériaux recyclables,"32888,79"
2013,53,Bretagne,56,Morbihan,02C,Déchets verts,"90121,43"
2013,53,Bretagne,56,Morbihan,02D,Encombrants,"45275,33"
2013,53,Bretagne,56,Morbihan,02G,Mobilier,"4,01"
2013,53,Bretagne,56,Morbihan,02F,DEEE,"4332,37"
2013,53,Bretagne,56,Morbihan,02E,Déblais et gravats,"56643,65"
2013,53,Bretagne,56,Morbihan,02Z,Autres déchets,"7,56"
2013,24,Centre-Val de Loire,18,Cher,02A,Déchets dangereux,"594,17"
2013,24,Centre-Val de Loire,18,Cher,02B,Matériaux recyclables,"10637,47"
2013,24,Centre-Val de Loire,18,Cher,02C,Déchets verts,"24298,88"
2013,24,Centre-Val de Loire,18,Cher,02D,Encombrants,"20191,79"
2013,24,Centre-Val de Loire,18,Cher,02F,DEEE,"1583,59"
2013,24,Centre-Val de Loire,18,Cher,02E,Déblais et gravats,"16410,14"
2013,24,Centre-Val de Loire,18,Cher,02Z,Autres déchets,"18,20"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02A,Déchets dangereux,"780,68"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02B,Matériaux recyclables,"13320,08"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02C,Déchets verts,"26316,59"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02D,Encombrants,"33057,97"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02F,DEEE,"2325,17"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02E,Déblais et gravats,"28574,85"
2013,24,Centre-Val de Loire,28,Eure-et-Loir,02Z,Autres déchets,"5,00"
2013,24,Centre-Val de Loire,36,Indre,02A,Déchets dangereux,"550,15"
2013,24,Centre-Val de Loire,36,Indre,02B,Matériaux recyclables,"6163,03"
2013,24,Centre-Val de Loire,36,Indre,02C,Déchets verts,"21044,43"
2013,24,Centre-Val de Loire,36,Indre,02D,Encombrants,"13747,27"
2013,24,Centre-Val de Loire,36,Indre,02F,DEEE,"1081,99"
2013,24,Centre-Val de Loire,36,Indre,02E,Déblais et gravats,"9384,00"
2013,24,Centre-Val de Loire,36,Indre,02Z,Autres déchets,"2,07"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02A,Déchets dangereux,"1042,68"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02B,Matériaux recyclables,"13632,80"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02C,Déchets verts,"34994,00"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02D,Encombrants,"31884,55"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02F,DEEE,"2550,62"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02E,Déblais et gravats,"27873,45"
2013,24,Centre-Val de Loire,37,Indre-et-Loire,02Z,Autres déchets,"19,83"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02A,Déchets dangereux,"558,17"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02B,Matériaux recyclables,"9423,49"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02C,Déchets verts,"32811,00"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02D,Encombrants,"25040,27"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02F,DEEE,"1631,89"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02E,Déblais et gravats,"20497,46"
2013,24,Centre-Val de Loire,41,Loir-et-Cher,02Z,Autres déchets,"9,57"
2013,24,Centre-Val de Loire,45,Loiret,02A,Déchets dangereux,"1031,17"
2013,24,Centre-Val de Loire,45,Loiret,02B,Matériaux recyclables,"21465,30"
2013,24,Centre-Val de Loire,45,Loiret,02C,Déchets verts,"55673,80"
2013,24,Centre-Val de Loire,45,Loiret,02D,Encombrants,"52358,99"
2013,24,Centre-Val de Loire,45,Loiret,02F,DEEE,"3522,00"
2013,24,Centre-Val de Loire,45,Loiret,02E,Déblais et gravats,"34615,31"
2013,24,Centre-Val de Loire,45,Loiret,02Z,Autres déchets,"2,94"
2013,94,Corse,2A,Corse-du-Sud,02A,Déchets dangereux,"34,10"
2013,94,Corse,2A,Corse-du-Sud,02B,Matériaux recyclables,"2992,41"
2013,94,Corse,2A,Corse-du-Sud,02C,Déchets verts,"4508,03"
2013,94,Corse,2A,Corse-du-Sud,02D,Encombrants,"5226,12"
2013,94,Corse,2A,Corse-du-Sud,02G,Mobilier,"297,20"
2013,94,Corse,2A,Corse-du-Sud,02F,DEEE,"1346,50"
2013,94,Corse,2A,Corse-du-Sud,02E,Déblais et gravats,"3535,64"
2013,94,Corse,2A,Corse-du-Sud,02Z,Autres déchets,"16,68"
2013,94,Corse,2B,Haute-Corse,02A,Déchets dangereux,"13,19"
2013,94,Corse,2B,Haute-Corse,02B,Matériaux recyclables,"9387,70"
2013,94,Corse,2B,Haute-Corse,02C,Déchets verts,"7542,00"
2013,94,Corse,2B,Haute-Corse,02D,Encombrants,"9406,00"
2013,94,Corse,2B,Haute-Corse,02G,Mobilier,"271,00"
2013,94,Corse,2B,Haute-Corse,02F,DEEE,"1468,40"
2013,94,Corse,2B,Haute-Corse,02E,Déblais et gravats,"4392,95"
2013,94,Corse,2B,Haute-Corse,02Z,Autres déchets,"5,30"
2013,97,DROM-COM,971,Guadeloupe,02A,Déchets dangereux,"47,84"
2013,97,DROM-COM,971,Guadeloupe,02B,Matériaux recyclables,"2489,99"
2013,97,DROM-COM,971,Guadeloupe,02C,Déchets verts,"8205,28"
2013,97,DROM-COM,971,Guadeloupe,02D,Encombrants,"8514,55"
2013,97,DROM-COM,971,Guadeloupe,02F,DEEE,"863,36"
2013,97,DROM-COM,971,Guadeloupe,02E,Déblais et gravats,"775,74"
2013,97,DROM-COM,972,Martinique,02A,Déchets dangereux,"179,03"
2013,97,DROM-COM,972,Martinique,02B,Matériaux recyclables,"1533,22"
2013,97,DROM-COM,972,Martinique,02C,Déchets verts,"3029,33"
2013,97,DROM-COM,972,Martinique,02D,Encombrants,"4276,87"
2013,97,DROM-COM,972,Martinique,02F,DEEE,"1014,12"
2013,97,DROM-COM,972,Martinique,02E,Déblais et gravats,"546,57"
2013,97,DROM-COM,973,Guyane,02A,Déchets dangereux,"47,68"
2013,97,DROM-COM,973,Guyane,02B,Matériaux recyclables,"1865,70"
2013,97,DROM-COM,973,Guyane,02C,Déchets verts,"676,00"
2013,97,DROM-COM,973,Guyane,02D,Encombrants,"814,45"
2013,97,DROM-COM,973,Guyane,02F,DEEE,"180,00"
2013,97,DROM-COM,973,Guyane,02E,Déblais et gravats,"524,00"
2013,97,DROM-COM,974,La Réunion,02A,Déchets dangereux,"165,64"
2013,97,DROM-COM,974,La Réunion,02B,Matériaux recyclables,"6771,66"
2013,97,DROM-COM,974,La Réunion,02C,Déchets verts,"11412,97"
2013,97,DROM-COM,974,La Réunion,02D,Encombrants,"17793,49"
2013,97,DROM-COM,974,La Réunion,02F,DEEE,"2823,72"
2013,97,DROM-COM,974,La Réunion,02E,Déblais et gravats,"11600,74"
2013,97,DROM-COM,987,Polynésie française,02A,Déchets dangereux,"28,21"
2013,97,DROM-COM,987,Polynésie française,02B,Matériaux recyclables,"35,00"
2013,97,DROM-COM,987,Polynésie française,02D,Encombrants,"700,00"
2013,97,DROM-COM,987,Polynésie française,02Z,Autres déchets,"350,00"
2013,44,Grand Est,08,Ardennes,02A,Déchets dangereux,"242,50"
2013,44,Grand Est,08,Ardennes,02B,Matériaux recyclables,"9352,63"
2013,44,Grand Est,08,Ardennes,02C,Déchets verts,"9967,73"
2013,44,Grand Est,08,Ardennes,02D,Encombrants,"15977,02"
2013,44,Grand Est,08,Ardennes,02F,DEEE,"1546,24"
2013,44,Grand Est,08,Ardennes,02E,Déblais et gravats,"16274,91"
2013,44,Grand Est,08,Ardennes,02Z,Autres déchets,"9,69"
2013,44,Grand Est,10,Aube,02A,Déchets dangereux,"428,77"
2013,44,Grand Est,10,Aube,02B,Matériaux recyclables,"5163,62"
2013,44,Grand Est,10,Aube,02C,Déchets verts,"14755,28"
2013,44,Grand Est,10,Aube,02D,Encombrants,"16864,38"
2013,44,Grand Est,10,Aube,02F,DEEE,"1501,58"
2013,44,Grand Est,10,Aube,02E,Déblais et gravats,"14926,85"
2013,44,Grand Est,10,Aube,02Z,Autres déchets,"3,59"
2013,44,Grand Est,51,Marne,02A,Déchets dangereux,"1003,80"
2013,44,Grand Est,51,Marne,02B,Matériaux recyclables,"15810,90"
2013,44,Grand Est,51,Marne,02C,Déchets verts,"21975,28"
2013,44,Grand Est,51,Marne,02D,Encombrants,"31222,66"
2013,44,Grand Est,51,Marne,02F,DEEE,"3054,85"
2013,44,Grand Est,51,Marne,02E,Déblais et gravats,"25117,59"
2013,44,Grand Est,51,Marne,02Z,Autres déchets,"7,60"
2013,44,Grand Est,52,Haute-Marne,02A,Déchets dangereux,"435,79"
2013,44,Grand Est,52,Haute-Marne,02B,Matériaux recyclables,"5180,99"
2013,44,Grand Est,52,Haute-Marne,02C,Déchets verts,"9373,40"
2013,44,Grand Est,52,Haute-Marne,02D,Encombrants,"11204,02"
2013,44,Grand Est,52,Haute-Marne,02G,Mobilier,"0,13"
2013,44,Grand Est,52,Haute-Marne,02F,DEEE,"1497,32"
2013,44,Grand Est,52,Haute-Marne,02E,Déblais et gravats,"9054,85"
2013,44,Grand Est,52,Haute-Marne,02Z,Autres déchets,"6,92"
2013,44,Grand Est,54,Meurthe-et-Moselle,02A,Déchets dangereux,"994,21"
2013,44,Grand Est,54,Meurthe-et-Moselle,02B,Matériaux recyclables,"23330,44"
2013,44,Grand Est,54,Meurthe-et-Moselle,02C,Déchets verts,"17126,80"
2013,44,Grand Est,54,Meurthe-et-Moselle,02D,Encombrants,"35900,62"
2013,44,Grand Est,54,Meurthe-et-Moselle,02G,Mobilier,"0,57"
2013,44,Grand Est,54,Meurthe-et-Moselle,02F,DEEE,"3314,72"
2013,44,Grand Est,54,Meurthe-et-Moselle,02E,Déblais et gravats,"31141,97"
2013,44,Grand Est,54,Meurthe-et-Moselle,02Z,Autres déchets,"8,26"
2013,44,Grand Est,55,Meuse,02A,Déchets dangereux,"394,88"
2013,44,Grand Est,55,Meuse,02B,Matériaux recyclables,"4663,79"
2013,44,Grand Est,55,Meuse,02C,Déchets verts,"6768,04"
2013,44,Grand Est,55,Meuse,02D,Encombrants,"12965,84"
2013,44,Grand Est,55,Meuse,02F,DEEE,"961,59"
2013,44,Grand Est,55,Meuse,02E,Déblais et gravats,"5477,61"
2013,44,Grand Est,57,Moselle,02A,Déchets dangereux,"1958,03"
2013,44,Grand Est,57,Moselle,02B,Matériaux recyclables,"39716,91"
2013,44,Grand Est,57,Moselle,02C,Déchets verts,"47165,70"
2013,44,Grand Est,57,Moselle,02D,Encombrants,"61825,52"
2013,44,Grand Est,57,Moselle,02F,DEEE,"5072,10"
2013,44,Grand Est,57,Moselle,02E,Déblais et gravats,"65923,46"
2013,44,Grand Est,57,Moselle,02Z,Autres déchets,"43,55"
2013,44,Grand Est,67,Bas-Rhin,02A,Déchets dangereux,"1482,46"
2013,44,Grand Est,67,Bas-Rhin,02B,Matériaux recyclables,"43099,13"
2013,44,Grand Est,67,Bas-Rhin,02C,Déchets verts,"51150,47"
2013,44,Grand Est,67,Bas-Rhin,02D,Encombrants,"53244,16"
2013,44,Grand Est,67,Bas-Rhin,02G,Mobilier,"301,04"
2013,44,Grand Est,67,Bas-Rhin,02F,DEEE,"6796,42"
2013,44,Grand Est,67,Bas-Rhin,02E,Déblais et gravats,"50237,01"
2013,44,Grand Est,67,Bas-Rhin,02Z,Autres déchets,"8274,73"
2013,44,Grand Est,68,Haut-Rhin,02A,Déchets dangereux,"1340,12"
2013,44,Grand Est,68,Haut-Rhin,02B,Matériaux recyclables,"31939,38"
2013,44,Grand Est,68,Haut-Rhin,02C,Déchets verts,"34189,37"
2013,44,Grand Est,68,Haut-Rhin,02D,Encombrants,"44444,11"
2013,44,Grand Est,68,Haut-Rhin,02G,Mobilier,"68,10"
2013,44,Grand Est,68,Haut-Rhin,02F,DEEE,"3752,20"
2013,44,Grand Est,68,Haut-Rhin,02E,Déblais et gravats,"44696,68"
2013,44,Grand Est,68,Haut-Rhin,02Z,Autres déchets,"3248,48"
2013,44,Grand Est,88,Vosges,02A,Déchets dangereux,"945,85"
2013,44,Grand Est,88,Vosges,02B,Matériaux recyclables,"19955,99"
2013,44,Grand Est,88,Vosges,02C,Déchets verts,"20778,57"
2013,44,Grand Est,88,Vosges,02D,Encombrants,"19846,82"
2013,44,Grand Est,88,Vosges,02G,Mobilier,"178,46"
2013,44,Grand Est,88,Vosges,02F,DEEE,"2626,57"
2013,44,Grand Est,88,Vosges,02E,Déblais et gravats,"14388,20"
2013,44,Grand Est,88,Vosges,02Z,Autres déchets,"28,83"
2013,32,Hauts-de-France,02,Aisne,02A,Déchets dangereux,"1056,63"
2013,32,Hauts-de-France,02,Aisne,02B,Matériaux recyclables,"15147,17"
2013,32,Hauts-de-France,02,Aisne,02C,Déchets verts,"29177,08"
2013,32,Hauts-de-France,02,Aisne,02D,Encombrants,"35977,69"
2013,32,Hauts-de-France,02,Aisne,02F,DEEE,"2961,07"
2013,32,Hauts-de-France,02,Aisne,02E,Déblais et gravats,"25729,22"
2013,32,Hauts-de-France,02,Aisne,02Z,Autres déchets,"6,65"
2013,32,Hauts-de-France,59,Nord,02A,Déchets dangereux,"8148,39"
2013,32,Hauts-de-France,59,Nord,02B,Matériaux recyclables,"61713,87"
2013,32,Hauts-de-France,59,Nord,02C,Déchets verts,"99916,13"
2013,32,Hauts-de-France,59,Nord,02D,Encombrants,"110358,71"
2013,32,Hauts-de-France,59,Nord,02F,DEEE,"7019,44"
2013,32,Hauts-de-France,59,Nord,02E,Déblais et gravats,"196698,32"
2013,32,Hauts-de-France,59,Nord,02Z,Autres déchets,"181,02"
2013,32,Hauts-de-France,60,Oise,02A,Déchets dangereux,"1668,58"
2013,32,Hauts-de-France,60,Oise,02B,Matériaux recyclables,"22754,75"
2013,32,Hauts-de-France,60,Oise,02C,Déchets verts,"43159,01"
2013,32,Hauts-de-France,60,Oise,02D,Encombrants,"56756,68"
2013,32,Hauts-de-France,60,Oise,02F,DEEE,"4425,63"
2013,32,Hauts-de-France,60,Oise,02E,Déblais et gravats,"46148,70"
2013,32,Hauts-de-France,60,Oise,02Z,Autres déchets,"3,61"
2013,32,Hauts-de-France,62,Pas-de-Calais,02A,Déchets dangereux,"4051,20"
2013,32,Hauts-de-France,62,Pas-de-Calais,02B,Matériaux recyclables,"40651,11"
2013,32,Hauts-de-France,62,Pas-de-Calais,02C,Déchets verts,"68187,79"
2013,32,Hauts-de-France,62,Pas-de-Calais,02D,Encombrants,"80496,66"
2013,32,Hauts-de-France,62,Pas-de-Calais,02F,DEEE,"5298,79"
2013,32,Hauts-de-France,62,Pas-de-Calais,02E,Déblais et gravats,"92292,18"
2013,32,Hauts-de-France,62,Pas-de-Calais,02Z,Autres déchets,"79,35"
2013,32,Hauts-de-France,80,Somme,02A,Déchets dangereux,"667,15"
2013,32,Hauts-de-France,80,Somme,02B,Matériaux recyclables,"13011,25"
2013,32,Hauts-de-France,80,Somme,02C,Déchets verts,"35892,69"
2013,32,Hauts-de-France,80,Somme,02D,Encombrants,"40421,46"
2013,32,Hauts-de-France,80,Somme,02F,DEEE,"1816,32"
2013,32,Hauts-de-France,80,Somme,02E,Déblais et gravats,"31911,09"
2013,32,Hauts-de-France,80,Somme,02Z,Autres déchets,"5,24"
2013,11,Ile-de-France,75,Paris,02A,Déchets dangereux,"50,89"
2013,11,Ile-de-France,75,Paris,02B,Matériaux recyclables,"794,29"
2013,11,Ile-de-France,75,Paris,02C,Déchets verts,"150,78"
2013,11,Ile-de-France,75,Paris,02D,Encombrants,"556,81"
2013,11,Ile-de-France,75,Paris,02F,DEEE,"154,55"
2013,11,Ile-de-France,75,Paris,02E,Déblais et gravats,"3478,19"
2013,11,Ile-de-France,75,Paris,02Z,Autres déchets,"4013,47"
2013,11,Ile-de-France,77,Seine-et-Marne,02A,Déchets dangereux,"2181,65"
2013,11,Ile-de-France,77,Seine-et-Marne,02B,Matériaux recyclables,"10035,81"
2013,11,Ile-de-France,77,Seine-et-Marne,02C,Déchets verts,"39583,59"
2013,11,Ile-de-France,77,Seine-et-Marne,02D,Encombrants,"75796,02"
2013,11,Ile-de-France,77,Seine-et-Marne,02F,DEEE,"3460,26"
2013,11,Ile-de-France,77,Seine-et-Marne,02E,Déblais et gravats,"56990,12"
2013,11,Ile-de-France,77,Seine-et-Marne,02Z,Autres déchets,"3,72"
2013,11,Ile-de-France,78,Yvelines,02A,Déchets dangereux,"1343,04"
2013,11,Ile-de-France,78,Yvelines,02B,Matériaux recyclables,"15007,87"
2013,11,Ile-de-France,78,Yvelines,02C,Déchets verts,"23583,26"
2013,11,Ile-de-France,78,Yvelines,02D,Encombrants,"25518,52"
2013,11,Ile-de-France,78,Yvelines,02F,DEEE,"2479,08"
2013,11,Ile-de-France,78,Yvelines,02E,Déblais et gravats,"42050,50"
2013,11,Ile-de-France,78,Yvelines,02Z,Autres déchets,"15504,28"
2013,11,Ile-de-France,91,Essonne,02A,Déchets dangereux,"1263,92"
2013,11,Ile-de-France,91,Essonne,02B,Matériaux recyclables,"14641,79"
2013,11,Ile-de-France,91,Essonne,02C,Déchets verts,"21274,51"
2013,11,Ile-de-France,91,Essonne,02D,Encombrants,"56637,73"
2013,11,Ile-de-France,91,Essonne,02F,DEEE,"2428,52"
2013,11,Ile-de-France,91,Essonne,02E,Déblais et gravats,"39518,05"
2013,11,Ile-de-France,91,Essonne,02Z,Autres déchets,"2192,15"
2013,11,Ile-de-France,92,Hauts-de-seine,02A,Déchets dangereux,"220,75"
2013,11,Ile-de-France,92,Hauts-de-seine,02B,Matériaux recyclables,"4391,35"
2013,11,Ile-de-France,92,Hauts-de-seine,02C,Déchets verts,"2128,49"
2013,11,Ile-de-France,92,Hauts-de-seine,02D,Encombrants,"4046,39"
2013,11,Ile-de-France,92,Hauts-de-seine,02F,DEEE,"787,09"
2013,11,Ile-de-France,92,Hauts-de-seine,02E,Déblais et gravats,"13757,74"
2013,11,Ile-de-France,92,Hauts-de-seine,02Z,Autres déchets,"9499,85"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02A,Déchets dangereux,"524,87"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02B,Matériaux recyclables,"9389,94"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02C,Déchets verts,"7903,75"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02D,Encombrants,"41919,72"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02F,DEEE,"1040,89"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02E,Déblais et gravats,"38471,43"
2013,11,Ile-de-France,93,Seine-Saint-Denis,02Z,Autres déchets,"18516,30"
2013,11,Ile-de-France,94,Val-de-Marne,02A,Déchets dangereux,"509,99"
2013,11,Ile-de-France,94,Val-de-Marne,02B,Matériaux recyclables,"5039,15"
2013,11,Ile-de-France,94,Val-de-Marne,02C,Déchets verts,"4202,45"
2013,11,Ile-de-France,94,Val-de-Marne,02D,Encombrants,"25721,51"
